League,Team,Opponent,TransitionClass,TeamMatchRows,OpponentTotalRows,TransitionRateVsOpponentPct
Spanish La Liga,Girona,Real Madrid,Protected Lead,1,10,10.0
Spanish La Liga,Girona,Real Madrid,Stable Draw,1,10,10.0
Spanish La Liga,Girona,Sevilla,Comeback Win,1,10,10.0
Spanish La Liga,Girona,Sevilla,Draw Breakthrough,2,10,20.0
Spanish La Liga,Girona,Sevilla,Draw Lost,3,10,30.0
Spanish La Liga,Girona,Sevilla,Lead Collapse,1,10,10.0
Spanish La Liga,Girona,Sevilla,Protected Lead,3,10,30.0
Spanish La Liga,Girona,Sociedad,Draw Lost,1,10,10.0
Spanish La Liga,Girona,Sociedad,No Recovery,3,10,30.0
Spanish La Liga,Girona,Sociedad,Recovery Draw,2,10,20.0
Spanish La Liga,Girona,Sociedad,Stable Draw,4,10,40.0
Spanish La Liga,Girona,Valencia,Draw Breakthrough,3,10,30.0
Spanish La Liga,Girona,Valencia,Draw Lost,4,10,40.0
Spanish La Liga,Girona,Valencia,No Recovery,1,10,10.0
Spanish La Liga,Girona,Valencia,Protected Lead,1,10,10.0
Spanish La Liga,Girona,Valencia,Stable Draw,1,10,10.0
Spanish La Liga,Girona,Valladolid,Draw Breakthrough,2,6,33.33
Spanish La Liga,Girona,Valladolid,Draw Lost,1,6,16.67
Spanish La Liga,Girona,Valladolid,No Recovery,1,6,16.67
Spanish La Liga,Girona,Valladolid,Protected Lead,1,6,16.67
Spanish La Liga,Girona,Valladolid,Stable Draw,1,6,16.67
Spanish La Liga,Girona,Vallecano,Draw Breakthrough,2,8,25.0
Spanish La Liga,Girona,Vallecano,Draw Lost,1,8,12.5
Spanish La Liga,Girona,Vallecano,Protected Lead,2,8,25.0
Spanish La Liga,Girona,Vallecano,Recovery Draw,1,8,12.5
Spanish La Liga,Girona,Vallecano,Stable Draw,2,8,25.0
Spanish La Liga,Girona,Villarreal,Draw Breakthrough,2,10,20.0
Spanish La Liga,Girona,Villarreal,Draw Lost,4,10,40.0
Spanish La Liga,Girona,Villarreal,No Recovery,2,10,20.0
Spanish La Liga,Girona,Villarreal,Protected Lead,1,10,10.0
Spanish La Liga,Girona,Villarreal,Recovery Draw,1,10,10.0
Spanish La Liga,Granada,Alaves,Draw Breakthrough,3,10,30.0
Spanish La Liga,Granada,Alaves,Draw Lost,1,10,10.0
Spanish La Liga,Granada,Alaves,No Recovery,2,10,20.0
Spanish La Liga,Granada,Alaves,Protected Lead,4,10,40.0
Spanish La Liga,Granada,Almeria,Recovery Draw,2,2,100.0
Spanish La Liga,Granada,Ath Bilbao,Draw Breakthrough,1,12,8.33
Spanish La Liga,Granada,Ath Bilbao,Draw Lost,1,12,8.33
Spanish La Liga,Granada,Ath Bilbao,Lead Slip,1,12,8.33
Spanish La Liga,Granada,Ath Bilbao,No Recovery,3,12,25.0
Spanish La Liga,Granada,Ath Bilbao,Protected Lead,3,12,25.0
Spanish La Liga,Granada,Ath Bilbao,Recovery Draw,2,12,16.67
Spanish La Liga,Granada,Ath Bilbao,Stable Draw,1,12,8.33
Spanish La Liga,Granada,Ath Madrid,Draw Breakthrough,1,12,8.33
Spanish La Liga,Granada,Ath Madrid,Draw Lost,3,12,25.0
Spanish La Liga,Granada,Ath Madrid,No Recovery,6,12,50.0
Spanish La Liga,Granada,Ath Madrid,Stable Draw,2,12,16.67
Spanish La Liga,Granada,Barcelona,Comeback Win,1,12,8.33
Spanish La Liga,Granada,Barcelona,Draw Lost,2,12,16.67
Spanish La Liga,Granada,Barcelona,Lead Slip,2,12,16.67
Spanish La Liga,Granada,Barcelona,No Recovery,4,12,33.33
Spanish La Liga,Granada,Barcelona,Protected Lead,1,12,8.33
Spanish La Liga,Granada,Barcelona,Stable Draw,2,12,16.67
Spanish La Liga,Granada,Betis,Draw Breakthrough,1,12,8.33
Spanish La Liga,Granada,Betis,Draw Lost,2,12,16.67
Spanish La Liga,Granada,Betis,Lead Slip,2,12,16.67
Spanish La Liga,Granada,Betis,No Recovery,3,12,25.0
Spanish La Liga,Granada,Betis,Protected Lead,2,12,16.67
Spanish La Liga,Granada,Betis,Stable Draw,2,12,16.67
Spanish La Liga,Granada,Cadiz,Draw Lost,1,6,16.67
Spanish La Liga,Granada,Cadiz,Lead Slip,1,6,16.67
Spanish La Liga,Granada,Cadiz,No Recovery,1,6,16.67
Spanish La Liga,Granada,Cadiz,Protected Lead,1,6,16.67
Spanish La Liga,Granada,Cadiz,Recovery Draw,1,6,16.67
Spanish La Liga,Granada,Cadiz,Stable Draw,1,6,16.67
Spanish La Liga,Granada,Celta,Draw Lost,3,12,25.0
Spanish La Liga,Granada,Celta,No Recovery,5,12,41.67
Spanish La Liga,Granada,Celta,Protected Lead,1,12,8.33
Spanish La Liga,Granada,Celta,Stable Draw,3,12,25.0
Spanish La Liga,Granada,Eibar,Draw Lost,1,8,12.5
Spanish La Liga,Granada,Eibar,No Recovery,6,8,75.0
Spanish La Liga,Granada,Eibar,Protected Lead,1,8,12.5
Spanish La Liga,Granada,Elche,Draw Breakthrough,1,4,25.0
Spanish La Liga,Granada,Elche,No Recovery,1,4,25.0
Spanish La Liga,Granada,Elche,Protected Lead,1,4,25.0
Spanish La Liga,Granada,Elche,Stable Draw,1,4,25.0
Spanish La Liga,Granada,Espanol,Draw Breakthrough,1,8,12.5
Spanish La Liga,Granada,Espanol,Lead Slip,1,8,12.5
Spanish La Liga,Granada,Espanol,No Recovery,3,8,37.5
Spanish La Liga,Granada,Espanol,Protected Lead,1,8,12.5
Spanish La Liga,Granada,Espanol,Stable Draw,2,8,25.0
Spanish La Liga,Granada,Getafe,Comeback Win,1,10,10.0
Spanish La Liga,Granada,Getafe,Draw Lost,1,10,10.0
Spanish La Liga,Granada,Getafe,No Recovery,2,10,20.0
Spanish La Liga,Granada,Getafe,Protected Lead,3,10,30.0
Spanish La Liga,Granada,Getafe,Recovery Draw,1,10,10.0
Spanish La Liga,Granada,Getafe,Stable Draw,2,10,20.0
Spanish La Liga,Granada,Girona,No Recovery,2,2,100.0
Spanish La Liga,Granada,Huesca,No Recovery,1,2,50.0
Spanish La Liga,Granada,Huesca,Stable Draw,1,2,50.0
Spanish La Liga,Granada,La Coruna,Protected Lead,1,4,25.0
Spanish La Liga,Granada,La Coruna,Recovery Draw,1,4,25.0
Spanish La Liga,Granada,La Coruna,Stable Draw,2,4,50.0
Spanish La Liga,Granada,Las Palmas,Draw Breakthrough,1,6,16.67
Spanish La Liga,Granada,Las Palmas,Draw Lost,2,6,33.33
Spanish La Liga,Granada,Las Palmas,Lead Slip,1,6,16.67
Spanish La Liga,Granada,Las Palmas,No Recovery,1,6,16.67
Spanish La Liga,Granada,Las Palmas,Protected Lead,1,6,16.67
Spanish La Liga,Granada,Leganes,Draw Lost,2,4,50.0
Spanish La Liga,Granada,Leganes,Protected Lead,1,4,25.0
Spanish La Liga,Granada,Leganes,Stable Draw,1,4,25.0
Spanish La Liga,Granada,Levante,Draw Breakthrough,1,8,12.5
Spanish La Liga,Granada,Levante,Draw Lost,1,8,12.5
Spanish La Liga,Granada,Levante,No Recovery,1,8,12.5
Spanish La Liga,Granada,Levante,Protected Lead,2,8,25.0
Spanish La Liga,Granada,Levante,Recovery Draw,1,8,12.5
Spanish La Liga,Granada,Levante,Stable Draw,2,8,25.0
Spanish La Liga,Granada,Malaga,Draw Lost,1,4,25.0
Spanish La Liga,Granada,Malaga,Recovery Draw,2,4,50.0
Spanish La Liga,Granada,Malaga,Stable Draw,1,4,25.0
Spanish La Liga,Granada,Mallorca,Draw Breakthrough,4,6,66.67
Spanish La Liga,Granada,Mallorca,Draw Lost,1,6,16.67
Spanish La Liga,Granada,Mallorca,Protected Lead,1,6,16.67
Spanish La Liga,Granada,Osasuna,Draw Lost,2,10,20.0
Spanish La Liga,Granada,Osasuna,No Recovery,2,10,20.0
Spanish La Liga,Granada,Osasuna,Protected Lead,4,10,40.0
Spanish La Liga,Granada,Osasuna,Recovery Draw,2,10,20.0
Spanish La Liga,Granada,Real Madrid,Draw Lost,3,12,25.0
Spanish La Liga,Granada,Real Madrid,No Recovery,9,12,75.0
Spanish La Liga,Granada,Sevilla,Draw Breakthrough,1,12,8.33
Spanish La Liga,Granada,Sevilla,Draw Lost,2,12,16.67
Spanish La Liga,Granada,Sevilla,No Recovery,5,12,41.67
Spanish La Liga,Granada,Sevilla,Protected Lead,4,12,33.33
Spanish La Liga,Granada,Sociedad,Draw Breakthrough,1,12,8.33
Spanish La Liga,Granada,Sociedad,Draw Lost,2,12,16.67
Spanish La Liga,Granada,Sociedad,Lead Collapse,2,12,16.67
Spanish La Liga,Granada,Sociedad,No Recovery,6,12,50.0
Spanish La Liga,Granada,Sociedad,Protected Lead,1,12,8.33
Spanish La Liga,Granada,Sp Gijon,Draw Breakthrough,1,4,25.0
Spanish La Liga,Granada,Sp Gijon,Draw Lost,1,4,25.0
Spanish La Liga,Granada,Sp Gijon,Lead Slip,1,4,25.0
Spanish La Liga,Granada,Sp Gijon,Stable Draw,1,4,25.0
Spanish La Liga,Granada,Valencia,Draw Breakthrough,1,12,8.33
Spanish La Liga,Granada,Valencia,Draw Lost,4,12,33.33
Spanish La Liga,Granada,Valencia,Lead Slip,2,12,16.67
Spanish La Liga,Granada,Valencia,No Recovery,4,12,33.33
Spanish La Liga,Granada,Valencia,Stable Draw,1,12,8.33
Spanish La Liga,Granada,Valladolid,Comeback Win,1,4,25.0
Spanish La Liga,Granada,Valladolid,Draw Breakthrough,1,4,25.0
Spanish La Liga,Granada,Valladolid,No Recovery,1,4,25.0
Spanish La Liga,Granada,Valladolid,Stable Draw,1,4,25.0
Spanish La Liga,Granada,Vallecano,Draw Lost,1,6,16.67
Spanish La Liga,Granada,Vallecano,No Recovery,3,6,50.0
Spanish La Liga,Granada,Vallecano,Recovery Draw,1,6,16.67
Spanish La Liga,Granada,Vallecano,Stable Draw,1,6,16.67
Spanish La Liga,Granada,Villarreal,Draw Lost,2,12,16.67
Spanish La Liga,Granada,Villarreal,No Recovery,6,12,50.0
Spanish La Liga,Granada,Villarreal,Stable Draw,4,12,33.33
Spanish La Liga,Huesca,Alaves,Draw Breakthrough,1,4,25.0
Spanish La Liga,Huesca,Alaves,Draw Lost,3,4,75.0
Spanish La Liga,Huesca,Ath Bilbao,Draw Breakthrough,1,4,25.0
Spanish La Liga,Huesca,Ath Bilbao,Draw Lost,1,4,25.0
Spanish La Liga,Huesca,Ath Bilbao,No Recovery,1,4,25.0
Spanish La Liga,Huesca,Ath Bilbao,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Ath Madrid,No Recovery,3,4,75.0
Spanish La Liga,Huesca,Ath Madrid,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Barcelona,No Recovery,3,4,75.0
Spanish La Liga,Huesca,Barcelona,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Betis,Draw Breakthrough,1,4,25.0
Spanish La Liga,Huesca,Betis,Draw Lost,2,4,50.0
Spanish La Liga,Huesca,Betis,No Recovery,1,4,25.0
Spanish La Liga,Huesca,Cadiz,No Recovery,2,2,100.0
Spanish La Liga,Huesca,Celta,Draw Lost,1,4,25.0
Spanish La Liga,Huesca,Celta,No Recovery,2,4,50.0
Spanish La Liga,Huesca,Celta,Recovery Draw,1,4,25.0
Spanish La Liga,Huesca,Eibar,Draw Breakthrough,1,4,25.0
Spanish La Liga,Huesca,Eibar,Protected Lead,1,4,25.0
Spanish La Liga,Huesca,Eibar,Recovery Draw,1,4,25.0
Spanish La Liga,Huesca,Eibar,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Elche,Protected Lead,1,2,50.0
Spanish La Liga,Huesca,Elche,Stable Draw,1,2,50.0
Spanish La Liga,Huesca,Espanol,No Recovery,1,2,50.0
Spanish La Liga,Huesca,Espanol,Recovery Draw,1,2,50.0
Spanish La Liga,Huesca,Getafe,Draw Lost,1,4,25.0
Spanish La Liga,Huesca,Getafe,Lead Collapse,1,4,25.0
Spanish La Liga,Huesca,Getafe,No Recovery,1,4,25.0
Spanish La Liga,Huesca,Getafe,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Girona,Protected Lead,1,2,50.0
Spanish La Liga,Huesca,Girona,Recovery Draw,1,2,50.0
Spanish La Liga,Huesca,Granada,Protected Lead,1,2,50.0
Spanish La Liga,Huesca,Granada,Stable Draw,1,2,50.0
Spanish La Liga,Huesca,Leganes,Comeback Win,1,2,50.0
Spanish La Liga,Huesca,Leganes,Draw Lost,1,2,50.0
Spanish La Liga,Huesca,Levante,Lead Slip,1,4,25.0
Spanish La Liga,Huesca,Levante,Protected Lead,1,4,25.0
Spanish La Liga,Huesca,Levante,Recovery Draw,1,4,25.0
Spanish La Liga,Huesca,Levante,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Osasuna,Lead Slip,1,2,50.0
Spanish La Liga,Huesca,Osasuna,Stable Draw,1,2,50.0
Spanish La Liga,Huesca,Real Madrid,Draw Lost,2,4,50.0
Spanish La Liga,Huesca,Real Madrid,No Recovery,2,4,50.0
Spanish La Liga,Huesca,Sevilla,Draw Lost,3,4,75.0
Spanish La Liga,Huesca,Sevilla,Protected Lead,1,4,25.0
Spanish La Liga,Huesca,Sociedad,Draw Breakthrough,1,4,25.0
Spanish La Liga,Huesca,Sociedad,Draw Lost,1,4,25.0
Spanish La Liga,Huesca,Sociedad,No Recovery,1,4,25.0
Spanish La Liga,Huesca,Sociedad,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Valencia,No Recovery,2,4,50.0
Spanish La Liga,Huesca,Valencia,Recovery Draw,1,4,25.0
Spanish La Liga,Huesca,Valencia,Stable Draw,1,4,25.0
Spanish La Liga,Huesca,Valladolid,No Recovery,1,4,25.0
Spanish La Liga,Huesca,Valladolid,Protected Lead,2,4,50.0
Spanish La Liga,Huesca,Valladolid,Recovery Draw,1,4,25.0
Spanish La Liga,Huesca,Vallecano,No Recovery,1,2,50.0
Spanish La Liga,Huesca,Vallecano,Stable Draw,1,2,50.0
Spanish La Liga,Huesca,Villarreal,Lead Slip,2,4,50.0
Spanish La Liga,Huesca,Villarreal,Recovery Draw,1,4,25.0
Spanish La Liga,Huesca,Villarreal,Stable Draw,1,4,25.0
Spanish La Liga,La Coruna,Alaves,Draw Lost,2,4,50.0
Spanish La Liga,La Coruna,Alaves,Protected Lead,1,4,25.0
Spanish La Liga,La Coruna,Alaves,Stable Draw,1,4,25.0
Spanish La Liga,La Coruna,Ath Bilbao,Lead Collapse,1,6,16.67
Spanish La Liga,La Coruna,Ath Bilbao,No Recovery,2,6,33.33
Spanish La Liga,La Coruna,Ath Bilbao,Protected Lead,1,6,16.67
Spanish La Liga,La Coruna,Ath Bilbao,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Ath Bilbao,Stable Draw,1,6,16.67
Spanish La Liga,La Coruna,Ath Madrid,Draw Lost,2,6,33.33
Spanish La Liga,La Coruna,Ath Madrid,Lead Slip,1,6,16.67
Spanish La Liga,La Coruna,Ath Madrid,No Recovery,2,6,33.33
Spanish La Liga,La Coruna,Ath Madrid,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Barcelona,No Recovery,4,6,66.67
Spanish La Liga,La Coruna,Barcelona,Protected Lead,1,6,16.67
Spanish La Liga,La Coruna,Barcelona,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Betis,Draw Breakthrough,1,6,16.67
Spanish La Liga,La Coruna,Betis,Draw Lost,2,6,33.33
Spanish La Liga,La Coruna,Betis,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Betis,Stable Draw,2,6,33.33
Spanish La Liga,La Coruna,Celta,Draw Lost,2,6,33.33
Spanish La Liga,La Coruna,Celta,No Recovery,1,6,16.67
Spanish La Liga,La Coruna,Celta,Protected Lead,1,6,16.67
Spanish La Liga,La Coruna,Celta,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Celta,Stable Draw,1,6,16.67
Spanish La Liga,La Coruna,Eibar,Draw Breakthrough,1,6,16.67
Spanish La Liga,La Coruna,Eibar,No Recovery,1,6,16.67
Spanish La Liga,La Coruna,Eibar,Protected Lead,1,6,16.67
Spanish La Liga,La Coruna,Eibar,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Eibar,Stable Draw,2,6,33.33
Spanish La Liga,La Coruna,Espanol,Draw Lost,1,6,16.67
Spanish La Liga,La Coruna,Espanol,No Recovery,2,6,33.33
Spanish La Liga,La Coruna,Espanol,Protected Lead,1,6,16.67
Spanish La Liga,La Coruna,Espanol,Stable Draw,2,6,33.33
Spanish La Liga,La Coruna,Getafe,Draw Breakthrough,1,4,25.0
Spanish La Liga,La Coruna,Getafe,No Recovery,2,4,50.0
Spanish La Liga,La Coruna,Getafe,Stable Draw,1,4,25.0
Spanish La Liga,La Coruna,Girona,No Recovery,2,2,100.0
Spanish La Liga,La Coruna,Granada,Lead Slip,1,4,25.0
Spanish La Liga,La Coruna,Granada,No Recovery,1,4,25.0
Spanish La Liga,La Coruna,Granada,Stable Draw,2,4,50.0
Spanish La Liga,La Coruna,Las Palmas,Draw Breakthrough,1,6,16.67
Spanish La Liga,La Coruna,Las Palmas,Draw Lost,1,6,16.67
Spanish La Liga,La Coruna,Las Palmas,Protected Lead,2,6,33.33
Spanish La Liga,La Coruna,Las Palmas,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Las Palmas,Stable Draw,1,6,16.67
Spanish La Liga,La Coruna,Leganes,Lead Collapse,1,4,25.0
Spanish La Liga,La Coruna,Leganes,No Recovery,1,4,25.0
Spanish La Liga,La Coruna,Leganes,Protected Lead,1,4,25.0
Spanish La Liga,La Coruna,Leganes,Stable Draw,1,4,25.0
Spanish La Liga,La Coruna,Levante,Lead Slip,3,4,75.0
Spanish La Liga,La Coruna,Levante,Protected Lead,1,4,25.0
Spanish La Liga,La Coruna,Malaga,Draw Breakthrough,2,6,33.33
Spanish La Liga,La Coruna,Malaga,Draw Lost,2,6,33.33
Spanish La Liga,La Coruna,Malaga,No Recovery,1,6,16.67
Spanish La Liga,La Coruna,Malaga,Stable Draw,1,6,16.67
Spanish La Liga,La Coruna,Osasuna,Protected Lead,1,2,50.0
Spanish La Liga,La Coruna,Osasuna,Stable Draw,1,2,50.0
Spanish La Liga,La Coruna,Real Madrid,Draw Lost,1,6,16.67
Spanish La Liga,La Coruna,Real Madrid,No Recovery,5,6,83.33
Spanish La Liga,La Coruna,Sevilla,Lead Collapse,1,6,16.67
Spanish La Liga,La Coruna,Sevilla,Lead Slip,1,6,16.67
Spanish La Liga,La Coruna,Sevilla,No Recovery,2,6,33.33
Spanish La Liga,La Coruna,Sevilla,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Sevilla,Stable Draw,1,6,16.67
Spanish La Liga,La Coruna,Sociedad,Lead Slip,1,6,16.67
Spanish La Liga,La Coruna,Sociedad,No Recovery,3,6,50.0
Spanish La Liga,La Coruna,Sociedad,Protected Lead,1,6,16.67
Spanish La Liga,La Coruna,Sociedad,Stable Draw,1,6,16.67
Spanish La Liga,La Coruna,Sp Gijon,No Recovery,1,4,25.0
Spanish La Liga,La Coruna,Sp Gijon,Protected Lead,2,4,50.0
Spanish La Liga,La Coruna,Sp Gijon,Stable Draw,1,4,25.0
Spanish La Liga,La Coruna,Valencia,Lead Slip,2,6,33.33
Spanish La Liga,La Coruna,Valencia,No Recovery,3,6,50.0
Spanish La Liga,La Coruna,Valencia,Stable Draw,1,6,16.67
Spanish La Liga,La Coruna,Vallecano,Protected Lead,1,2,50.0
Spanish La Liga,La Coruna,Vallecano,Recovery Draw,1,2,50.0
Spanish La Liga,La Coruna,Villarreal,No Recovery,2,6,33.33
Spanish La Liga,La Coruna,Villarreal,Protected Lead,1,6,16.67
Spanish La Liga,La Coruna,Villarreal,Recovery Draw,1,6,16.67
Spanish La Liga,La Coruna,Villarreal,Stable Draw,2,6,33.33
Spanish La Liga,Las Palmas,Alaves,Draw Lost,1,8,12.5
Spanish La Liga,Las Palmas,Alaves,Lead Slip,1,8,12.5
Spanish La Liga,Las Palmas,Alaves,No Recovery,2,8,25.0
Spanish La Liga,Las Palmas,Alaves,Protected Lead,1,8,12.5
Spanish La Liga,Las Palmas,Alaves,Recovery Draw,2,8,25.0
Spanish La Liga,Las Palmas,Alaves,Stable Draw,1,8,12.5
Spanish La Liga,Las Palmas,Almeria,No Recovery,1,2,50.0
Spanish La Liga,Las Palmas,Almeria,Protected Lead,1,2,50.0
Spanish La Liga,Las Palmas,Ath Bilbao,Draw Breakthrough,1,10,10.0
Spanish La Liga,Las Palmas,Ath Bilbao,Draw Lost,1,10,10.0
Spanish La Liga,Las Palmas,Ath Bilbao,No Recovery,4,10,40.0
Spanish La Liga,Las Palmas,Ath Bilbao,Protected Lead,1,10,10.0
Spanish La Liga,Las Palmas,Ath Bilbao,Recovery Draw,1,10,10.0
Spanish La Liga,Las Palmas,Ath Bilbao,Stable Draw,2,10,20.0
Spanish La Liga,Las Palmas,Ath Madrid,Draw Breakthrough,2,10,20.0
Spanish La Liga,Las Palmas,Ath Madrid,Draw Lost,2,10,20.0
Spanish La Liga,Las Palmas,Ath Madrid,No Recovery,6,10,60.0
Spanish La Liga,Las Palmas,Barcelona,Draw Breakthrough,1,10,10.0
Spanish La Liga,Las Palmas,Barcelona,Draw Lost,3,10,30.0
Spanish La Liga,Las Palmas,Barcelona,Lead Collapse,1,10,10.0
Spanish La Liga,Las Palmas,Barcelona,No Recovery,4,10,40.0
Spanish La Liga,Las Palmas,Barcelona,Recovery Draw,1,10,10.0
Spanish La Liga,Las Palmas,Betis,Draw Breakthrough,1,10,10.0
Spanish La Liga,Las Palmas,Betis,Draw Lost,3,10,30.0
Spanish La Liga,Las Palmas,Betis,No Recovery,2,10,20.0
Spanish La Liga,Las Palmas,Betis,Protected Lead,2,10,20.0
Spanish La Liga,Las Palmas,Betis,Stable Draw,2,10,20.0
Spanish La Liga,Las Palmas,Cadiz,Lead Slip,1,2,50.0
Spanish La Liga,Las Palmas,Cadiz,Stable Draw,1,2,50.0
Spanish La Liga,Las Palmas,Celta,Draw Breakthrough,2,10,20.0
Spanish La Liga,Las Palmas,Celta,Draw Lost,1,10,10.0
Spanish La Liga,Las Palmas,Celta,No Recovery,4,10,40.0
Spanish La Liga,Las Palmas,Celta,Recovery Draw,3,10,30.0
Spanish La Liga,Las Palmas,Eibar,Draw Breakthrough,1,6,16.67
Spanish La Liga,Las Palmas,Eibar,Lead Collapse,1,6,16.67
Spanish La Liga,Las Palmas,Eibar,No Recovery,3,6,50.0
Spanish La Liga,Las Palmas,Eibar,Protected Lead,1,6,16.67
Spanish La Liga,Las Palmas,Espanol,Draw Breakthrough,1,8,12.5
Spanish La Liga,Las Palmas,Espanol,Draw Lost,2,8,25.0
Spanish La Liga,Las Palmas,Espanol,Lead Slip,1,8,12.5
Spanish La Liga,Las Palmas,Espanol,No Recovery,1,8,12.5
Spanish La Liga,Las Palmas,Espanol,Protected Lead,1,8,12.5
Spanish La Liga,Las Palmas,Espanol,Recovery Draw,1,8,12.5
Spanish La Liga,Las Palmas,Espanol,Stable Draw,1,8,12.5
Spanish La Liga,Las Palmas,Getafe,Comeback Win,1,8,12.5
Spanish La Liga,Las Palmas,Getafe,Draw Lost,2,8,25.0
Spanish La Liga,Las Palmas,Getafe,No Recovery,2,8,25.0
Spanish La Liga,Las Palmas,Getafe,Protected Lead,2,8,25.0
Spanish La Liga,Las Palmas,Getafe,Recovery Draw,1,8,12.5
Spanish La Liga,Las Palmas,Girona,Draw Lost,1,6,16.67
Spanish La Liga,Las Palmas,Girona,No Recovery,4,6,66.67
Spanish La Liga,Las Palmas,Girona,Protected Lead,1,6,16.67
Spanish La Liga,Las Palmas,Granada,Draw Breakthrough,2,6,33.33
Spanish La Liga,Las Palmas,Granada,Draw Lost,1,6,16.67
Spanish La Liga,Las Palmas,Granada,No Recovery,1,6,16.67
Spanish La Liga,Las Palmas,Granada,Protected Lead,1,6,16.67
Spanish La Liga,Las Palmas,Granada,Recovery Draw,1,6,16.67
Spanish La Liga,Las Palmas,La Coruna,Draw Breakthrough,1,6,16.67
Spanish La Liga,Las Palmas,La Coruna,Draw Lost,1,6,16.67
Spanish La Liga,Las Palmas,La Coruna,Lead Slip,1,6,16.67
Spanish La Liga,Las Palmas,La Coruna,No Recovery,2,6,33.33
Spanish La Liga,Las Palmas,La Coruna,Stable Draw,1,6,16.67
Spanish La Liga,Las Palmas,Leganes,Draw Lost,3,6,50.0
Spanish La Liga,Las Palmas,Leganes,Lead Slip,1,6,16.67
Spanish La Liga,Las Palmas,Leganes,No Recovery,1,6,16.67
Spanish La Liga,Las Palmas,Leganes,Stable Draw,1,6,16.67
Spanish La Liga,Las Palmas,Levante,Draw Lost,1,4,25.0
Spanish La Liga,Las Palmas,Levante,No Recovery,2,4,50.0
Spanish La Liga,Las Palmas,Levante,Stable Draw,1,4,25.0
Spanish La Liga,Las Palmas,Malaga,Draw Breakthrough,1,6,16.67
Spanish La Liga,Las Palmas,Malaga,No Recovery,2,6,33.33
Spanish La Liga,Las Palmas,Malaga,Protected Lead,2,6,33.33
Spanish La Liga,Las Palmas,Malaga,Stable Draw,1,6,16.67
Spanish La Liga,Las Palmas,Mallorca,Draw Lost,1,4,25.0
Spanish La Liga,Las Palmas,Mallorca,Lead Slip,1,4,25.0
Spanish La Liga,Las Palmas,Mallorca,No Recovery,2,4,50.0
Spanish La Liga,Las Palmas,Osasuna,Comeback Win,1,6,16.67
Spanish La Liga,Las Palmas,Osasuna,Draw Lost,1,6,16.67
Spanish La Liga,Las Palmas,Osasuna,Recovery Draw,1,6,16.67
Spanish La Liga,Las Palmas,Osasuna,Stable Draw,3,6,50.0
Spanish La Liga,Las Palmas,Real Madrid,Draw Lost,1,10,10.0
Spanish La Liga,Las Palmas,Real Madrid,Lead Slip,1,10,10.0
Spanish La Liga,Las Palmas,Real Madrid,No Recovery,6,10,60.0
Spanish La Liga,Las Palmas,Real Madrid,Stable Draw,2,10,20.0
Spanish La Liga,Las Palmas,Sevilla,Draw Lost,5,10,50.0
Spanish La Liga,Las Palmas,Sevilla,Lead Collapse,1,10,10.0
Spanish La Liga,Las Palmas,Sevilla,No Recovery,2,10,20.0
Spanish La Liga,Las Palmas,Sevilla,Protected Lead,1,10,10.0
Spanish La Liga,Las Palmas,Sevilla,Stable Draw,1,10,10.0
Spanish La Liga,Las Palmas,Sociedad,Draw Lost,1,10,10.0
Spanish La Liga,Las Palmas,Sociedad,No Recovery,4,10,40.0
Spanish La Liga,Las Palmas,Sociedad,Protected Lead,2,10,20.0
Spanish La Liga,Las Palmas,Sociedad,Stable Draw,3,10,30.0
Spanish La Liga,Las Palmas,Sp Gijon,Draw Breakthrough,1,4,25.0
Spanish La Liga,Las Palmas,Sp Gijon,Draw Lost,2,4,50.0
Spanish La Liga,Las Palmas,Sp Gijon,Lead Slip,1,4,25.0
Spanish La Liga,Las Palmas,Valencia,Comeback Win,1,10,10.0
Spanish La Liga,Las Palmas,Valencia,Draw Breakthrough,4,10,40.0
Spanish La Liga,Las Palmas,Valencia,Draw Lost,2,10,20.0
Spanish La Liga,Las Palmas,Valencia,No Recovery,1,10,10.0
Spanish La Liga,Las Palmas,Valencia,Protected Lead,1,10,10.0
Spanish La Liga,Las Palmas,Valencia,Recovery Draw,1,10,10.0
Spanish La Liga,Las Palmas,Valladolid,Draw Breakthrough,1,2,50.0
Spanish La Liga,Las Palmas,Valladolid,Lead Slip,1,2,50.0
Spanish La Liga,Las Palmas,Vallecano,Draw Lost,2,6,33.33
Spanish La Liga,Las Palmas,Vallecano,No Recovery,2,6,33.33
Spanish La Liga,Las Palmas,Vallecano,Protected Lead,2,6,33.33
